Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Publication.Date,Event.Year,Total_Extracted_Injuries
Accident,FTW84LA276,1984-06-16,"HOUSTON, TX",United States,,,DWH,DAVID WAYNE HOOKS MEMOR,Non-Fatal,,N4702P,cessna,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA273,1984-06-16,"BRIDGEPORT, TX",United States,,,,,Non-Fatal,,N84103,cessna,172k,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,,1984,0
Accident,DEN84LA229,1984-06-16,"KALISPELL, MT",United States,,,S27,KALISPELL,Non-Fatal,,N3985G,cessna,t-206,No,1.0,Reciprocating,,,Positioning,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA182,1984-06-16,"LUSTRE, MT",United States,,,,,Non-Fatal,,N9311T,cessna,180c,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA240,1984-06-16,"INDIANAPOLIS, IN",United States,,,,,Non-Fatal,,N93023,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,,1984,0
Accident,ATL84LA204,1984-06-16,"MANNING, SC",United States,,,MNI,CLARENDON COUNTY,Non-Fatal,,N2754R,schweizer,sgs 1-26a,No,0.0,Unknown,,,Instructional,,0.0,0.0,1.0,0.0,,1984,0
Accident,ANC84FA092,1984-06-16,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,,N6229M,maule,m-5-235c,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,,1984,0
Accident,SEA84LA134,1984-06-16,"WRANGELL, AK",United States,,,WRG,WRANGELL,Non-Fatal,,N5133U,hughes,369d,No,1.0,Turbo Shaft,,NSCH,Unknown,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84FA174,1984-06-17,"BROKEN BOW, NE",United States,,,,,Fatal(4),,N335W,beech,c35,No,1.0,Reciprocating,,,Personal,,4.0,0.0,0.0,0.0,,1984,4
Accident,CHI84LA245,1984-06-17,"NIMROD, MN",United States,,,,,Non-Fatal,,N18JM,bell,47-g2,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,,1984,0
Accident,ATL84LA202,1984-06-17,"HOGDENVILLE, KY",United States,,,,,Non-Fatal,,N82989,aeronca,7ac,No,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,,1984,0
Accident,SEA84LA136,1984-06-17,"BURNS, OR",United States,,,,,Non-Fatal,,N49853,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,,1984,0
Accident,MKC84LA173,1984-06-17,"BENTON, KS",United States,,,,,Non-Fatal,,N67711,cessna,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,,1984,0
Accident,LAX84LA358,1984-06-17,"SACRAMENTO, CA",United States,,,,,Non-Fatal,,N74200,bellanca,14-13,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,LAX84LA357,1984-06-17,"COALINGA, CA",United States,,,,HARRIS RANCH,Non-Fatal,,N74431,bellanca,14-13,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,LAX84LA356,1984-06-17,"FAIR OAKS, CA",United States,,,011,PHOENIX FIELD,Non-Fatal,,N4634J,piper,pa-28r-180,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,FTW84LA279,1984-06-17,"CLEBURNE, TX",United States,,,,,Non-Fatal,,N3491N,piper,pa-22-135,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84FA184,1984-06-17,"ROSEBUD, NM",United States,,,,,Non-Fatal,,N42489,cessna,182l,No,1.0,Reciprocating,,,Personal,,0.0,1.0,2.0,0.0,,1984,0
Accident,CHI84LA241,1984-06-17,"GOODRIDGE, MN",United States,,,,,Non-Fatal,,N5883R,cessna,172g,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,,1984,0
Accident,ANC84LA093,1984-06-17,"TOK, AK",United States,,,,,Non-Fatal,,N8798X,cessna,182d,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,1.0,,1984,0
Accident,ANC84FA094,1984-06-17,"TALKEETNA, AK",United States,,,TKA,TALKEETNA,Non-Fatal,,N1047F,cessna,a185f,No,1.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,4.0,,1984,0
Accident,SEA84FU002,1984-06-18,"WENATCHEE, WA",United States,,,38WA,FANCHER,Fatal(1),,NONE,sorrell,sns-8,No,1.0,Reciprocating,,UNK,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,MIA84FA188,1984-06-18,"ELKTON, FL",United States,,,,,Fatal(1),,N8233G,cessna,c-188,No,1.0,Reciprocating,,UNK,Aerial Application,,1.0,0.0,0.0,0.0,,1984,1
Accident,DEN84LA186,1984-06-18,"GROTON, SD",United States,,,,,Fatal(1),,N9261R,cessna,188,No,1.0,Reciprocating,,UNK,Aerial Application,,1.0,0.0,0.0,1.0,,1984,1
Accident,CHI84LA243,1984-06-18,"SOUTH WEBSTER, OH",United States,,,,,Non-Fatal,,N6273M,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,,1984,0
Incident,CHI84IA246,1984-06-18,"CHICAGO, IL",United States,,,ORD,O'HARE IAP,Incident,,N4867T,mcdonnell douglas,dc-8-73,No,4.0,Turbo Fan,,,Positioning,,0.0,0.0,0.0,3.0,,1984,0
Accident,NYC84LA213,1984-06-18,"MONONGAHELA, PA",United States,,,G08,ROSTRAVEE,Non-Fatal,,N55697,piper,pa-34-200,No,2.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84LA178B,1984-06-18,"PORTLAND, AR",United States,,,,REED,Non-Fatal,,N501JS,snow,at400,No,1.0,Turbo Prop,,UNK,Aerial Application,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84LA178A,1984-06-18,"PORTLAND, AR",United States,,,,REED,Non-Fatal,,N501PR,snow,at400,No,1.0,Turbo Prop,,UNK,Aerial Application,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84LA177,1984-06-18,"COLUMBIA, MO",United States,,,,,Non-Fatal,,N4889E,champion,aeronca 7gc,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA175,1984-06-18,"WESTBORO, MO",United States,,,,AG STRIP,Non-Fatal,,N4857R,cessna,a188b,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,MIA84LA187,1984-06-18,"VERO BEACH, FL",United States,,,VRB,VERO BEACH,Non-Fatal,,N5463T,cessna,172e,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,MIA84LA186,1984-06-18,"MARIANNA, FL",United States,,,,,Non-Fatal,,N5630G,cessna,a188b,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA280,1984-06-18,"BLUE RIDGE, TX",United States,,,,,Non-Fatal,,N82213,piper,pa-18-150,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,FTW84LA275,1984-06-18,"NEW IBERIA, LA",United States,,,,,Non-Fatal,,N4942E,cessna,a185f,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA200,1984-06-18,"STRATFORD, SD",United States,,,,LUEDEKE PRIVATE AIRSTRIP,Non-Fatal,,N9389T,piper,pa-38-112,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,CHI84LA251,1984-06-18,"QUINCY, IL",United States,,,8H2,SIEGFRIED,Non-Fatal,,N8477T,halfpap,varieze,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA247,1984-06-18,"LITTLE FALLS, MN",United States,,,,,Non-Fatal,,N751AA,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,ATL84FLT09,1984-06-18,"HENNING, TN",United States,,,,,Non-Fatal,,N30865,cessna,177b,No,1.0,Reciprocating,,,Personal,,0.0,0.0,3.0,0.0,,1984,0
Accident,SEA84LA137,1984-06-19,"SPOKANE, WA",United States,,,,,Non-Fatal,,N48681,grumman,g-164b,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,NYC84FA214,1984-06-19,"ISLAND BEACH, NJ",United States,,,,,Fatal(3),,N5784M,aerospatiale,as-350d,No,1.0,Turbo Shaft,,NSCH,Unknown,"(dba: Raco Helciopters, Corp)",3.0,0.0,0.0,0.0,,1984,3
Accident,MKC84FA179,1984-06-19,"GOLDEN, MO",United States,,,,,Fatal(1),,N23233,cessna,150h,No,1.0,Reciprocating,,,Instructional,,1.0,0.0,0.0,0.0,,1984,1
Accident,LAX84LA360,1984-06-19,"BARBERS POINT, HI",United States,,,,BARBERS PT,Non-Fatal,,DQFDN,cessna,206,No,1.0,Reciprocating,,,Ferry,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84FA188,1984-06-19,"FRANKTOWN, CO",United States,,,,KOSTROSKI,Fatal(1),,N4085X,rockwell,100-180,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,SEA84LA138,1984-06-19,"LA GRANDE, OR",United States,,,LGD,LA GRANDE,Non-Fatal,,N9231A,cessna,170a,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,NYC84LA226,1984-06-19,"CRANBURY, NJ",United States,,,,,Non-Fatal,,N9398H,bell,47j,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA176,1984-06-19,"STORM LAKE, IA",United States,,,,,Non-Fatal,,N3953E,piper,pa-36-375,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,1.0,0.0,,1984,0
Accident,MIA84LA189,1984-06-19,"CLEWISTON, FL",United States,,,X-53,CLEWISTON,Non-Fatal,,N7225Y,piper,pa-30,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,LAX84LA359,1984-06-19,"EUREKA, CA",United States,,,,MURRAY FIELD,Non-Fatal,,N67329,cessna,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA187,1984-06-19,"PINE, CO",United States,,,,,Non-Fatal,,N73276,bell,47g-4,No,1.0,Turbo Shaft,,,Aerial Observation,,0.0,0.0,0.0,2.0,,1984,0
Accident,DEN84LA181,1984-06-19,"OPHEIM, MT",United States,,,,,Non-Fatal,,N731GL,cessna,a188b,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA248,1984-06-19,"WHEELING, IL",United States,,,PWK,PALWAUKEE,Non-Fatal,,N4608V,cessna,172rg,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,2.0,,1984,0
Accident,CHI84MA249,1984-06-20,"CINCINNATI, OH",United States,,,,,Fatal(4),,N5345J,cessna,340a,No,2.0,Reciprocating,,,Personal,,4.0,0.0,0.0,0.0,,1984,4
Accident,CHI84FA250B,1984-06-20,"WARREN, MN",United States,,,,,Fatal(2),,N9367K,cessna,t188c,No,1.0,Reciprocating,,UNK,Aerial Application,,2.0,0.0,0.0,0.0,,1984,2
Accident,CHI84FA250A,1984-06-20,"WARREN, MN",United States,,,,,Fatal(2),,N6533K,grumman,g-164b,No,1.0,Reciprocating,,UNK,Aerial Application,,2.0,0.0,0.0,0.0,,1984,2
Accident,ATL84FA203,1984-06-20,"CUMMING, GA",United States,,,,DOWNING,Fatal(2),,N231,camair aircraft corp.,480,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,,1984,2
Accident,ANC84LA096,1984-06-20,"RAINBOW LAKE, AK",United States,,,,,Non-Fatal,,N3694T,taylorcraft,f19,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,NYC84LA259,1984-06-20,"SUGARBUSH, VT",United States,,,,,Non-Fatal,,N13HH,rolladen-schneider,ls-4,No,1.0,Unknown,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,NYC84FU004,1984-06-20,"LANDENBERG, PA",United States,,,,,Non-Fatal,,NONE,teratorn,ta,Yes,1.0,Reciprocating,,UNK,Personal,,0.0,1.0,0.0,0.0,,1984,0
Accident,FTW84LA278,1984-06-20,"SPIRO, OK",United States,,,,,Non-Fatal,,N5060K,bellanca,8gcbc,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA189,1984-06-20,"LAS CRUCES, NM",United States,,,LRU,LAS CRUCES-CRAWFORD,Non-Fatal,,N3039Q,cessna,182k,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,5.0,,1984,0
Accident,ATL84LA205,1984-06-20,"IVA, SC",United States,,,,,Non-Fatal,,N4721,sikorsky,ch-19e,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,LAX84FA361,1984-06-20,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO INTL,Non-Fatal,,N5340J,cessna,404,No,2.0,Reciprocating,,NSCH,Unknown,Sierra Express Inc,0.0,0.0,0.0,2.0,,1984,0
Accident,SEA84FA139,1984-06-21,"BURLEY, WA",United States,,,,,Fatal(1),,N6950J,piper,pa-28-181,No,1.0,Reciprocating,,,Unknown,,1.0,0.0,0.0,0.0,,1984,1
Accident,NYC84LA217,1984-06-21,"MIDDLETOWN, PA",United States,,,MDT,HARRISBURG,Non-Fatal,,N704UL,cessna,50m,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,MIA84FA190,1984-06-21,"CHATTAHOOCHEE, FL",United States,,,53J,CHATTAHOOCHEE,Non-Fatal,,N21335,cessna,182p,No,1.0,Reciprocating,,,Business,,0.0,3.0,0.0,0.0,,1984,0
Accident,SEA84LA154,1984-06-21,"HAINES, AK",United States,,,,,Non-Fatal,,N6826K,piper,pa-16,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,NYC84LA216,1984-06-21,"MARLBORO, NJ",United States,,,2N8,MARLBORO,Non-Fatal,,N66078,cessna,c150,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA283,1984-06-21,"OKLAHOMA CITY, OK",United States,,,,CLARENCE E. PAGE,Non-Fatal,,N9124F,hughes,369hs,No,1.0,Turbo Shaft,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA282,1984-06-21,"HOUMA, LA",United States,,,,,Non-Fatal,,N14807,bell,47g-5a,No,1.0,Turbo Shaft,,,Aerial Observation,,0.0,0.0,2.0,0.0,,1984,0
Accident,FTW84LA281,1984-06-21,"ENNIS, TX",United States,,,,,Non-Fatal,,N2204J,cessna,150g,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,DEN84LA191,1984-06-21,"GREELEY, CO",United States,,,GXY,WELD CO.,Non-Fatal,,N733LA,cessna,172,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA190,1984-06-21,"GALLUP, NM",United States,,,GUP,SENATOR CLARKE,Non-Fatal,,N153M,cessna,180,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,CHI84LA253,1984-06-21,"OSHKOSH, WI",United States,,,OSH,WITTMAN,Non-Fatal,,N5204M,beech,b-19,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,ATL84LA207,1984-06-22,"PARSONS, WV",United States,,,,,Non-Fatal,,N704SK,cessna,150m,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,,1984,0
Accident,MIA84LA192,1984-06-22,"HOMESTEAD, FL",United States,,,,,Non-Fatal,,N6932H,piper,j-3 cub,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,MIA84LA191,1984-06-22,"MIAMI, FL",United States,,,X46,OPA LOCKA WEST,Non-Fatal,,N738VS,cessna,172n,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,LAX84LA362,1984-06-22,"SACRAMENTO, CA",United States,,,,,Non-Fatal,,N44190,piper,pa-28-151,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,,1984,0
Accident,CHI84LA261,1984-06-22,"KILBOURNE, IL",United States,,,,AL BAKER,Non-Fatal,,N734FP,cessna,172n,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA256,1984-06-22,"SPINDLE, IN",United States,,,,,Non-Fatal,,N4772X,cessna,150g,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA254,1984-06-22,"OKLEE, MN",United States,,,,,Non-Fatal,,N8810Y,eagle aircraft co.,dw-1,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,ATL84LLT11,1984-06-22,"SHELBY, MS",United States,,,,,Non-Fatal,,N9931J,cessna,t188c,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,ATL84LA206,1984-06-22,"SUMMERVILLE, SC",United States,,,,SUMMERVILLE,Non-Fatal,,N7339J,piper,pa-28-140,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,1.0,,1984,0
Accident,ANC84LA104,1984-06-22,"ANCHORAGE, AK",United States,,,,,Non-Fatal,,N5562L,raven,s-55a,No,1.0,Unknown,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,SEA84LA141,1984-06-22,"ANACORTES, WA",United States,,,74S,ANACORTES,Non-Fatal,,N1755U,cessna,207,No,1.0,Reciprocating,,NSCH,Unknown,San Juan Airlines,0.0,0.0,0.0,1.0,,1984,0
Accident,SEA84LA144,1984-06-23,"MONROE, WA",United States,,,,,Non-Fatal,,N1509H,balloon works,barnes ax-8,No,1.0,Unknown,,,Personal,,0.0,1.0,0.0,6.0,,1984,0
Accident,NYC84FA218,1984-06-23,"KEYMAR, MD",United States,,,MD42,KEYMAR,Fatal(1),,N704GV,cessna,150m,No,1.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,,1984,1
Accident,MKC84LA181,1984-06-23,"CAMPBELL, MO",United States,,,,,Non-Fatal,,N6600K,grumman,g-164b,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,1.0,0.0,,1984,0
Accident,MIA84FU006,1984-06-23,"INDIANTOWN, FL",United States,,,,,Fatal(1),,NONE,storey,sky pup,Yes,1.0,Reciprocating,,UNK,Personal,,1.0,0.0,0.0,0.0,,1984,1
Incident,DCA84IA029,1984-06-23,"CHICAGO, IL",United States,,,ORD,O'HARE INTL,Incident,,GSAIL,boeing,707-323c,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,4.0,,1984,0
Accident,CHI84LA260,1984-06-23,"GENEVA, IL",United States,,,,,Non-Fatal,,N1537D,balloon works,firefly 7,No,0.0,Unknown,,,Personal,,0.0,2.0,0.0,0.0,,1984,0
Accident,CHI84FA255,1984-06-23,"COLUMBUS, OH",United States,,,,,Fatal(1),,N5177Y,robert b. boston,glasair rg,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,ATL84FLT10,1984-06-23,"LOUDON, TN",United States,,,,,Non-Fatal,,N700H,north american,t-28,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,SEA84LA142,1984-06-23,"FALL CITY, WA",United States,,,,,Non-Fatal,,N3184V,cessna,150m,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,NYC84LA220,1984-06-23,"ORANGE, MA",United States,,,ORE,ORANGE MUNI,Non-Fatal,,N32127,waco,upf-7,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,,1984,0
Accident,NYC84LA219,1984-06-23,"AMITYVILLE, NY",United States,,,FRG,REPUBLIC,Non-Fatal,,N6209V,lake,la-4-200,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,,1984,0
Accident,LAX84LA363,1984-06-23,"CORONA, CA",United States,,,,,Non-Fatal,,N3770J,cessna,150g,No,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,,1984,0
Accident,FTW84LA292,1984-06-23,"GIDDINGS, TX",United States,,,31R,GIDDINGS LEE COUNTY,Non-Fatal,,N5215P,cessna,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA284,1984-06-23,"OKLAHOMA CITY, OK",United States,,,2EJ,EXPRESSWAY,Non-Fatal,,N77BG,griffin trane inc.,starduster too,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,DEN84LA193,1984-06-23,"ALBUQUERQUE, NM",United States,,,Q64,ALAMEDA,Non-Fatal,,N72052,cessna,188b,No,1.0,Reciprocating,,,Ferry,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA192,1984-06-23,"MURDO, SD",United States,,,SD32,,Non-Fatal,,N8974H,grumman,g-164a,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA268,1984-06-23,"BATAVIA, IL",United States,,,,,Non-Fatal,,N4048F,barnes,ax-7,No,1.0,Unknown,,,Personal,,0.0,0.0,0.0,3.0,,1984,0
Accident,ATL84LA211,1984-06-23,"GILBERTSVILLE, KY",United States,,,,,Non-Fatal,,N90414,sikorsky,s-55b,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,,1984,0
Accident,ATL84FKG08,1984-06-23,"PELL CITY, AL",United States,,,,,Non-Fatal,,N7554V,cessna,177rg,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,ANC84LA098,1984-06-23,"HEALY, AK",United States,,,,DENALI AIRSTRIP,Non-Fatal,,N1210H,aeronca,15ac,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84LA182,1984-06-23,"OVERLAND PARK, KS",United States,,,,,Non-Fatal,,N4070W,balloon works,firefly 7,No,1.0,Unknown,,,Unknown,,0.0,0.0,3.0,0.0,,1984,0
Accident,LAX84LA365,1984-06-23,"CAMARILLO, CA",United States,,,CMA,CAMARILLO,Non-Fatal,,N97205,stinson,108,No,1.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,3.0,,1984,0
Accident,SEA84LA148,1984-06-24,"W SILVER SPRING, NV",United States,,,,,Non-Fatal,,N165D,glasflugel,604,No,0.0,Unknown,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,LAX84LA364,1984-06-24,"LEE VINING, CA",United States,,,,,Non-Fatal,,N5269V,cessna,172rg,No,1.0,Reciprocating,,,Personal,,0.0,2.0,1.0,0.0,,1984,0
Accident,DEN84FA194,1984-06-24,"CEDAR CITY, UT",United States,,,,,Non-Fatal,,N98220,piper,pa-28-140,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,3.0,,1984,0
Accident,CHI84LA259,1984-06-24,"OTTAWA, IL",United States,,,C13,OTTAWA,Non-Fatal,,N905T,beech,s35,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,ATL84MA208,1984-06-24,"CANTON, GA",United States,,,,,Fatal(5),,N8640N,piper,pa-32-300,No,1.0,Reciprocating,,,Personal,,5.0,0.0,0.0,0.0,,1984,5
Accident,ATL84LA209,1984-06-24,"WILLIAMSPORT, TN",United States,,,PVT,RUSSELL,Non-Fatal,,N6418N,cessna,t210n,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,4.0,,1984,0
Accident,ANC84LA100,1984-06-24,"FLATHORN LAKE, AK",United States,,,,,Non-Fatal,,N4164Z,piper,pa-18,No,1.0,Reciprocating,,,Personal,,0.0,2.0,1.0,0.0,,1984,0
Accident,SEA84LA143,1984-06-24,"SALEM, OR",United States,,,,,Non-Fatal,,N4451T,eipper,quicksilver mark ii,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,SEA84LA140,1984-06-24,"WENATCHEE, WA",United States,,,,,Non-Fatal,,N51785,cessna,172,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,3.0,,1984,0
Accident,MKC84LA183,1984-06-24,"NEBRASKA CITY, NE",United States,,,3GN,GRUNDMAN,Non-Fatal,,N22732,cessna,150h,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,LAX84LA369,1984-06-24,"LUCERNE VALLEY, CA",United States,,,,,Non-Fatal,,N7712S,schweizer,sgs-126d,No,0.0,Unknown,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA285,1984-06-24,"MONAHANS, TX",United States,,,E01,ROY HURD MEM.,Non-Fatal,,N5278Y,cessna,t210n,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,CHI84LA258,1984-06-24,"MEARS, MI",United States,,,,,Non-Fatal,,N8003H,lake,la-4-200,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,1.0,,1984,0
Accident,CHI84LA257,1984-06-24,"LEWISBURG, OH",United States,,,,,Non-Fatal,,N4357Q,cessna,172l,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,2.0,,1984,0
Accident,ANC84LA102,1984-06-24,"BEAR CREEK, AK",United States,,,,,Non-Fatal,,N5408Y,piper,pa-18-180,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,,1984,0
Accident,ANC84LA099,1984-06-24,"ANCHORAGE, AK",United States,,,Z41,LAKE HOOD STRIP,Non-Fatal,,N62AT,interstate,s-1b2,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,NYC84LA222,1984-06-25,"EGG HARBOR TOWN, NJ",United States,,,,,Non-Fatal,,N8888N,champion,7kcab,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,LAX84LA366,1984-06-25,"CONCORD, CA",United States,,,CCR,BUCHANAN,Non-Fatal,,N953,bell,47g-2,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Incident,ANC84IA101,1984-06-25,"LARSEN BAY, AK",United States,,,,,Incident,,N75941,cessna,207a,No,1.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,4.0,,1984,0
Accident,SEA84LA146,1984-06-25,"RENO, NV",United States,,,RNO,RENO CANNON,Non-Fatal,,N2384U,cessna,172d,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
