Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Publication.Date,Event.Year,Total_Extracted_Injuries
Accident,CEN15LA215,2015-03-24,"Circleville, TX",United States,303423N,0972511W,,,Non-Fatal,Airplane,N8282L,cessna,172 - h,No,1.0,Reciprocating,091,,Instructional,Student Pilot,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Incident,DCA15WA103,2015-03-25,"Tarapoto, Peru",Peru,,,,,Non-Fatal,Airplane,OB-1851,boeing,737,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,0.0,25-09-2020,2015,0
Incident,DCA15WA106,2015-03-25,"Lametia, Italy",Italy,,,,,Non-Fatal,Airplane,EI-EGC,the boeing company,boeing 737-8as,No,2.0,Reciprocating,,,Personal,Ryanair,0.0,0.0,0.0,0.0,25-09-2020,2015,0
Incident,ENG15WA021,2015-03-25,"Oslo, Norway",Norway,,,ENGM,Oslo Airport Gardermoen,Non-Fatal,Airplane,LN-RPA,boeing,737 - 683,No,2.0,Unknown,,SCHD,Personal,Scandinavian Airlines System,0.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,WPR15FA135,2015-03-26,"Townsend, MT",United States,462654N,1111352W,,,Fatal,Airplane,C-GAUS,piper,pa32r - 301,No,1.0,Reciprocating,091,,Personal,David Charron,1.0,0.0,1.0,0.0,25-09-2020,2015,0
Accident,CEN15LA182,2015-03-26,"Levelland, TX",United States,033339N,1022221W,KLLN,Levelland Municipal Airport,Non-Fatal,Airplane,N136DB,air tractor inc,at 400,No,1.0,Turbo Prop,091,,Flight Test,DEVIL DUSTERS INC,0.0,0.0,1.0,0.0,25-09-2020,2015,0
Accident,GAA15CA030,2015-03-26,"Fort Meade, MD",United States,003958N,0764555W,KFME,Tipton,Non-Fatal,Airplane,N7889N,cessna,r172e,No,1.0,Reciprocating,091,,Instructional,UNITED STATES AIR FORCE OWNER,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Accident,GAA15CA023,2015-03-27,"Ropesville, TX",United States,332446N,0102913W,None,Pro-Agri Spraying,Non-Fatal,Airplane,N20062,air tractor inc,at 602,No,1.0,Turbo Prop,137,,Aerial Application,"PRO AGRI SPRAYING, Inc.",0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15CA024,2015-03-27,"Fairfield, UT",United States,040524N,0112712W,UT99,WEST DESERT AIRPARK,Non-Fatal,Airplane,N701VZ,david shell,zenith ch701,Yes,1.0,Reciprocating,091,,Personal,Zenith AFTV LLC,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15LA025,2015-03-27,"Pinedale, WY",United States,423511N,1093341W,,,Non-Fatal,Airplane,N4272M,spaulding errol,rans s 7 courier,Yes,1.0,Reciprocating,091,,Personal,SPAULDING ERROL,0.0,0.0,1.0,1.0,,2015,0
Accident,CEN15LA206,2015-03-27,"Stephenville, TX",United States,032137N,0981052W,SEP,Stephenville Clark Regional,Non-Fatal,Airplane,N9284,piper,pa 32r-301t,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,2.0,0.0,25-09-2020,2015,0
Accident,CEN15FA181,2015-03-28,"Pine River, MN",United States,046435N,0942234W,PWC,Pine River Regional Airport,Fatal,Airplane,N30341,piper,j-4a,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15CA184,2015-03-28,"Burdett, KS",United States,038113N,0099322W,SN29,RUCKER BURDETT,Non-Fatal,Airplane,N2093J,cessna,t188c,No,1.0,Turbo Prop,137,,Aerial Application,RUCKER DARLENE M,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15CA026,2015-03-28,"Vernal, UT",United States,402646N,1093039W,VEL,VERNAL RGNL,Non-Fatal,Airplane,N2168D,cessna,172s,No,1.0,Reciprocating,091,,Instructional,H & H VERSATILE SERVICES INC,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,CEN15LA185,2015-03-28,"Marquette, MI",United States,463253N,0872349W,,,Non-Fatal,Helicopter,N556DG,giackino donald w,rotorway 162f,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15LA027,2015-03-28,"Westfield Township, OH",United States,041243N,0815612W,2OI4,Crazy Bob's Airport,Non-Fatal,Airplane,N550BS,cub crafters,cc18 180,No,1.0,Reciprocating,091,,Personal,"SYME, ROBERT P.",0.0,0.0,1.0,0.0,,2015,0
Accident,GAA15CA029,2015-03-28,"Logan, UT",United States,415049N,1115714W,,,Non-Fatal,Airplane,N195KF,kerr john a,kitfox classic iv,Yes,1.0,Reciprocating,091,,Personal,KERR JOHN A,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,ERA15WA185,2015-03-28,"Cotopaxi Volcano, Spain",Spain,000316N,0781314W,,,Fatal,Airplane,F-JUKE,aerospool,dynamic wt-9,No,1.0,Reciprocating,NUSN,,Personal,,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15FA170,2015-03-29,"Orange, VA",United States,038155N,0078214W,OMH,Orange County Airport,Fatal,Airplane,N32396,piper,pa-28-140,No,1.0,Reciprocating,091,,Instructional,Skyline Aviation Services,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15LA183,2015-03-29,"Gordonville, TX",United States,335015N,0964858W,3T0,CEDAR MILLS,Non-Fatal,Airplane,N80462,beech,35,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,2.0,0.0,25-09-2020,2015,0
Accident,ERA15FA171,2015-03-29,"West Chester, PA",United States,039592N,0753529W,OQN,Brandywine Airport,Fatal,Airplane,N6842W,piper,pa28,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15LA172,2015-03-29,"Tuscaloosa, AL",United States,331314N,0873641W,TCL,TUSCALOOSA RGNL,Non-Fatal,Airplane,N8JL,merian richard f,rv 8,Yes,1.0,Reciprocating,091,,Air Race show,,0.0,0.0,0.0,2.0,05-05-2021,2015,0
Accident,WPR15LA138,2015-03-29,"Firebaugh, CA",United States,036510N,1202736W,,,Non-Fatal,Helicopter,N130HA,hiller,uh 12e,No,1.0,Reciprocating,137,,Aerial Application,MID-CAL AG AVIATION INC,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15CA028,2015-03-29,"Los Alamitos, CA",United States,334723N,0118333W,SLI,LOS ALAMITOS AAF,Non-Fatal,Glider,N381BA,let,l23 - no series,No,0.0,Reciprocating,091,,Instructional,Los Alamitos Glider Training Sqaudron 41,0.0,1.0,0.0,1.0,25-09-2020,2015,0
Accident,CEN15WA186,2015-03-29,"Modrava, Czech Republic",Czech Republic,049127N,0132957E,,,Fatal,Helicopter,OK-RRJ,robinson,r44 - ii,No,1.0,Reciprocating,UNK,,Personal,"Helitom, s.r.o.",1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ENG15WA026,2015-03-29,"Halifax, Canada",Canada,,,CYHZ,Halifax Stanfield Internationa,Non-Fatal,Airplane,C-FTJP,airbus,a320 - 211,No,2.0,Turbo Fan,,SCHD,Personal,Air Canada,0.0,28.0,0.0,110.0,25-09-2020,2015,0
Accident,CEN15WA193,2015-03-30,"Tan Rouge, Reunion",Reunion,021357S,0552021E,,,Fatal,Airplane,974-GQ,rans,s6 - es,Yes,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15FA173,2015-03-30,"Saucier, MS",United States,030404N,0089541W,,,Fatal,Helicopter,N50KH,bell helicopter textron,206 l-1,No,1.0,Turbo Shaft,137,,Aerial Application,"T and M Aviation, Inc.",2.0,0.0,1.0,0.0,25-09-2020,2015,0
Accident,WPR15LA139,2015-03-30,"Tucson, AZ",United States,032648N,1105621W,TUS,TUCSON INTL,Non-Fatal,Airplane,N112F,beech,h35,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,25-09-2020,2015,0
Accident,ANC15CA016,2015-03-31,"Wasilla, AK",United States,612343N,1495027W,Z40,GOOSE BAY,Non-Fatal,Airplane,N4582C,cessna,170b,No,1.0,Reciprocating,091,,Instructional,ROCHELEAU KENNETH RANEY,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Accident,ERA15LA174,2015-03-31,"Walhalla, SC",United States,344357N,0083443W,PVT,Just Aircraft Facility,Non-Fatal,Airplane,N376CG,g-dawg llc,just acft highlander,Yes,1.0,Reciprocating,091,,Business,G-DAWG LLC,0.0,0.0,2.0,0.0,25-09-2020,2015,0
Accident,CEN15FA187,2015-03-31,"Pleasanton, KS",United States,381213N,0944425W,NONE,Easley Airstrip,Fatal,Airplane,N623HS,aircraft mfg & dvlpmt co,ch601xl,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15WA180,2015-03-31,"Diego de Almagro, Chile",Chile,262149S,0694041W,,,Fatal,Helicopter,CC-APP,bell,206 - l4,No,1.0,Turbo Shaft,NUSN,,Personal,ASESORÍAS E INVERSIONES SANTA FRANCISCA S.A.,4.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15CA201,2015-03-31,"Derby, KS",United States,373318N,0972039W,35KS,Blue Sky Ranch and Aerodrome,Non-Fatal,Airplane,N61453,fiebich paul dean,airbike rx40,Yes,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15FA175,2015-04-01,"Fort Pierce, FL",United States,272950N,0802020W,FPR,ST LUCIE COUNTY INTL,Fatal,Airplane,N224BD,bedecorp llc,bd-22,No,1.0,Reciprocating,091,,Flight Test,BEDECORP LLC,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,GAA15CA033,2015-04-01,"Middleton, WI",United States,043648N,0089320W,C29,MIDDLETON MUNI - MOREY FIELD,Non-Fatal,Airplane,N777XX,lancair company,lc 40 550fg,No,1.0,Reciprocating,091,,Personal,AHMED AL-NIAIMI,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,DCA15WA102,2015-04-01,"Dublin, Ireland",Ireland,,,,,Non-Fatal,Airplane,EI-DYA,the boeing company,boeing 737-8as,No,2.0,Reciprocating,,,Personal,Ryanair,0.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ANC15CA019,2015-04-01,"Palmer, AK",United States,613548N,0149517W,PAQ,PALMER MUNI,Non-Fatal,Airplane,N3885Q,cessna,a185f,No,1.0,Reciprocating,091,,Personal,CRUZ DAVID C,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,DCA15WA211,2015-04-01,"Penja, Cameroon",Cameroon,004380N,0009410E,,,Non-Fatal,Airplane,TJ-AII,ayres,s2r,No,1.0,Reciprocating,NUSC,,Personal,,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,CEN15FA189,2015-04-02,"Batesville, AR",United States,354110N,0914613W,BVX,BATESVILLE RGNL,Fatal,Airplane,N65463,cessna,152,No,1.0,Reciprocating,091,,Instructional,,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,WPR15FA140,2015-04-03,"Petaluma, CA",United States,381423N,1223442W,O69,PETALUMA MUNI,Fatal,Airplane,N476VB,quicksilver enterprises inc,mxl ii,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,GAA15CA032,2015-04-03,"Fort Davis, TX",United States,303115N,0010483W,,,Non-Fatal,Helicopter,N8363D,robinson helicopter,r22 beta,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Accident,CEN15FA194,2015-04-03,"Advance, IN",United States,395942N,0863237W,,,Fatal,Airplane,N555GD,s c aerostar s a,yak 52tw,No,1.0,Reciprocating,091,,Personal,FOY GLENN,1.0,0.0,0.0,0.0,,2015,0
Accident,GAA15CA041,2015-04-03,"Fort Myers, FL",United States,026357N,0815128W,FMY,PAGE FIELD,Non-Fatal,Airplane,N9490X,cessna,182r,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,25-09-2020,2015,0
Accident,ERA15CA176,2015-04-04,"Wetumpka, AL",United States,323138N,0861952W,08A,Wetumpka Muni,Non-Fatal,Airplane,N9172Q,beech,v35b,No,1.0,Reciprocating,091,,Personal,POWER DANIEL N,0.0,0.0,1.0,0.0,25-09-2020,2015,0
Accident,WPR15LA141,2015-04-04,"Santa Maria, CA",United States,345428N,1203056W,SMX,Santa Maria Public Airport.,Non-Fatal,Airplane,N5469T,piper,pa 28r-200,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,1.0,25-09-2020,2015,0
Accident,CEN15WA191,2015-04-04,"Loch Etive, United Kingdom",United Kingdom,,,,,Fatal,Airplane,G-BHXK,piper aircraft corporation,piper pa-28-140,No,1.0,Reciprocating,NUSN,,Personal,,2.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,GAA15CA037,2015-04-04,"Surprise, AZ",United States,333538N,1122516W,GEU,GLENDALE MUNI,Non-Fatal,Airplane,N593J,jabiru,jabiru - sp,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,WPR15LA148,2015-04-04,"Honolulu, HI",United States,021194N,1575513W,HNL,Honolulu International Airport,Non-Fatal,Airplane,N245RB,cessna,206h,No,1.0,Reciprocating,091,,Positioning,,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Incident,CEN15IA200,2015-04-04,"Brickeys, AR",United States,345028N,0903138W,15AR,Dawson's Airport,Non-Fatal,Airplane,N623LA,air tractor inc,at 402a,No,1.0,Turbo Prop,137,,Aerial Application,TAYLOR AIR SERVICE LLC,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15CA070,2015-04-04,"Cornelia, GA",United States,034303N,0833318W,AJR,HABERSHAM COUNTY,Non-Fatal,Airplane,N7153Z,piper,pa 18-150,No,1.0,Reciprocating,091,,Personal,SUPERCUB 88 LLC,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,DCA15WA113,2015-04-04,"Jalan Sungai Lalang, Kampung Pasir baru, Semenyih, Malaysia",Malaysia,025939N,0173190E,,,Fatal,Helicopter,9M-IGB,eurocopter,as365n3,No,1.0,Reciprocating,NUSC,,Personal,,6.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,WPR15LA142,2015-04-05,"Reno, NV",United States,393132N,1194834W,,,Non-Fatal,Glider,N27QV,schleicher,asw 27,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,25-09-2020,2015,0
Accident,GAA15CA036,2015-04-05,"Drexel, MO",United States,382850N,0943628W,,,Non-Fatal,Airplane,N3768A,piper,pa 22-135,No,1.0,Reciprocating,091,,Personal,"Shannon, Randal S.   Shannon, Melissa J.",0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,ERA15LA177,2015-04-06,"Allentown, PA",United States,403413N,0752918W,XLL,Queen City,Non-Fatal,Airplane,N4826H,mooney,m20j,No,1.0,Reciprocating,091,,Personal,PRO INTERNATIONAL INC,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Accident,ERA15FA178,2015-04-06,"Cherokee, AL",United States,345034N,0087564W,,,Fatal,Helicopter,N555JC,hughes,369d,No,1.0,Turbo Shaft,091,,Positioning,HAVERFIELD INTERNATIONAL INC,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,GAA15CA035,2015-04-06,"FARMINGDALE, NJ",United States,401754N,0743114W,BLM,MONMOUTH EXECUTIVE,Non-Fatal,Airplane,N179BA,cessna,152,No,1.0,Reciprocating,091,,Personal,"Eagles View Aviation, Inc",0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15CA034,2015-04-07,"Portland, TN",United States,363533N,0862837W,1M5,PORTLAND MUNI,Non-Fatal,Airplane,N3586Y,cessna,182f,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15FA190,2015-04-07,"Bloomington, IL",United States,402946N,0088525W,BMI,Central Illinois Regional,Fatal,Airplane,N789UP,cessna,414a,No,2.0,Reciprocating,091,,Personal,"Make It Happen Aviation, LLC",7.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15LA207,2015-04-07,"Jennings, LA",United States,301434N,0924025W,3R7,JENNINGS,Non-Fatal,Airplane,N30981,cessna,177b,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Incident,ENG15WA018,2015-04-08,"Klatovy, Czech Republic, Czech Republic",Czech Republic,049256N,0131919E,LKKT,Klatovy,Non-Fatal,Airplane,OE-FDN,short brothers & harland ltd.,sc-7 skyvan s3,No,2.0,Turbo Prop,,,Personal,Pink Aviations Services Luftverkehrsunte,0.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15LA328,2015-04-10,"Caribbean Sea, UN",UN,022250N,0074500W,,,Non-Fatal,Airplane,N450KK,gulfstream aerospace,g iv,No,2.0,Turbo Fan,091,,Positioning,La Venezolana de Seguros CA,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Accident,WPR15FA143,2015-04-10,"Challis, ID",United States,443538N,0114496W,U72,UPPER LOON CREEK USFS,Fatal,Airplane,N732YQ,cessna,t210m,No,1.0,Reciprocating,091,,Personal,,4.0,0.0,0.0,0.0,25-09-2020,2015,0
Incident,ENG15IA017,2015-04-10,"Victorville, CA",United States,343551N,1172259W,,,Non-Fatal,Airplane,N624RH,boeing,707 338c,No,1.0,Turbo Fan,091,,Positioning,Omni Air International,0.0,0.0,0.0,5.0,25-09-2020,2015,0
Accident,CEN15CA197,2015-04-10,"Longmont, CO",United States,040944N,0105939W,LMO,VANCE BRAND,Non-Fatal,Airplane,N824C,rennicke midget musta,mm1,Yes,1.0,Reciprocating,091,,Personal,Pilot,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,WPR15FA144,2015-04-11,"Prescott Valley, AZ",United States,344051N,1121749W,AZ86,A.C. Goodwin Memorial Field,Fatal,Glider,N352D,schempp-hirth,standard cirrus,No,1.0,Reciprocating,091,,Glider Tow,PRESCOTT SOARING SOCIETY,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15LA195,2015-04-11,"Chippewa Falls, WI",United States,004500N,0091231W,3WI9,Rosenbaum Field Airport,Fatal,Airplane,N30796,quad city,challenger - ii,Yes,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15CA196,2015-04-11,"Cambridge, OH",United States,395830N,0813439W,CDI,Cambridge Muni,Non-Fatal,Airplane,N85664,aeronca,7ac,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,ERA15LA183,2015-04-11,"Spring City, TN",United States,354112N,0845321W,,,Non-Fatal,Airplane,N82658,aeronca,7ac,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15CA040,2015-04-11,"LaFayette, GA",United States,343613N,0852726W,GE11,HOGJOWL,Non-Fatal,Airplane,N646RV,trom wayne,vans rv6a,Yes,1.0,Reciprocating,091,,Personal,PETERS WILLIAM J,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,ERA15WA193,2015-04-11,"Assuncao do Piaui, Brazil",Brazil,053944S,0041245W,,,Fatal,Airplane,PR-APG,cessna,210l,No,1.0,Reciprocating,NUSN,,Unknown,,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15FA181,2015-04-12,"Fort Lauderdale, FL",United States,026126N,0801039W,FXE,Fort Lauderdale Executive,Fatal,Airplane,N119RL,piper,pa-31t1,No,2.0,Turbo Prop,091,,Personal,,4.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,GAA15CA038,2015-04-12,"Sherwood, OR",United States,452038N,1225247W,,,Non-Fatal,Balloon,N890VB,ultramagic,m90 - no series,No,1.0,Reciprocating,091,,Other Work Use,VISTA BALLOON ADVENTURES INC,0.0,2.0,0.0,1.0,25-09-2020,2015,0
Accident,ERA15WA182,2015-04-12,"Santander, Colombia",Colombia,064934N,0732134W,SKEJ,Barrancabermea/ Yariguies Air,Fatal,Airplane,HK5064G,cessna,172s,No,1.0,Reciprocating,NUSN,,Instructional,Aeroclub Flight School,3.0,0.0,0.0,0.0,25-09-2020,2015,0
Incident,OPS15IA017,2015-04-12,"Miami, FL",United States,254743N,0801724W,MIA,MIAMI INTL,Non-Fatal,Airplane,N342UP,boeing,767 34af,No,2.0,Turbo Fan,121,NSCH,Personal,United Parcel Service,0.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,GAA15CA075,2015-04-12,"Intercourse, PA",United States,040712N,0761724W,,,Non-Fatal,Balloon,N3099F,head balloons inc.,ax8 105 - no series,No,2.0,None,091,,Other Work Use,FISHER ROBERT W,0.0,3.0,0.0,1.0,25-09-2020,2015,0
Incident,DCA15WA156,2015-04-12,"Zurich, Eswatini",Eswatini,,,,,Non-Fatal,Airplane,D-ABJB,boeing company,boeing 737-530,No,2.0,Reciprocating,,,Personal,Lufthansa,0.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ANC15LA020,2015-04-13,"Bettles, AK",United States,671247N,1512554W,BTT,BETTLES,Non-Fatal,Airplane,N4697C,cessna,170b,No,1.0,Reciprocating,091,,Personal,SETH W. MCMILLAN,0.0,0.0,0.0,3.0,25-09-2020,2015,0
Accident,WPR15WA145,2015-04-13,"Ziyang City, China",China,302333N,1045813E,,,Fatal,Helicopter,B-7607,bell,206 - b,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15LA184,2015-04-13,"Shelter Island, NY",United States,041321N,0722139W,PVT,Klenawicus Airfield,Non-Fatal,Airplane,N30283,cessna aircraft co,162,No,1.0,Reciprocating,091,,Personal,SMC AVIATION INC,0.0,0.0,1.0,0.0,25-09-2020,2015,0
Accident,DCA15WA107,2015-04-13,"Khajuraho, India",India,,,,,Non-Fatal,Airplane,VT-JGA,boeing,737 - 804,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,ERA15RA199,2015-04-13,"North Vancouver, Canada",Canada,492523N,0123019W,,,Fatal,Airplane,C-GSKC,swearingen,sa226-tc,No,2.0,Turbo Prop,NUSC,NSCH,Personal,Carson Air Ltd,2.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,WPR15LA146,2015-04-14,"Hilo, HI",United States,194329N,0155312W,ITO,HILO INTL,Non-Fatal,Airplane,N12842,cessna,172m,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,3.0,0.0,25-09-2020,2015,0
Accident,ANC15FA021,2015-04-14,"Whittier, AK",United States,604226N,0148613W,VDZ,VALDEZ PIONEER FIELD,Fatal,Airplane,N9247C,cessna,180,No,1.0,Reciprocating,091,,Personal,DALE A. CARLSON,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,WPR15FA147,2015-04-14,"Lebec, CA",United States,345236N,1184946W,,,Fatal,Airplane,N75BH,robert c. hanson,pitts s2e,Yes,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15LA219,2015-04-14,"Evart, MI",United States,435341N,0085175W,9C8,Evart Municipal Airport,Non-Fatal,Airplane,N850WM,socata,tbm700,No,1.0,Turbo Prop,091,,Instructional,Pilot,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Accident,ERA15LA187,2015-04-15,"Lancaster, NY",United States,425516N,0783539W,BQR,BUFFALO-LANCASTER RGNL,Non-Fatal,Airplane,N7598R,piper,pa-28-140,No,1.0,Reciprocating,091,,Personal,HOTUNG LISA M,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,CEN15LA198,2015-04-15,"Dunlap, IL",United States,405521N,0894044W,,,Non-Fatal,Helicopter,N754R,robinson helicopter company,r44 ii,No,1.0,Reciprocating,091,,Aerial Observation,,0.0,0.0,0.0,2.0,,2015,0
Accident,CEN15LA204,2015-04-15,"Maysville, OK",United States,034503N,0097280W,,,Non-Fatal,Airplane,N7951,grumman,g 164a,No,1.0,Reciprocating,137,,Aerial Application,PRO-AG SERVICE INC,0.0,1.0,0.0,0.0,25-09-2020,2015,0
Incident,ERA15IA198,2015-04-16,"Orlando, FL",United States,282546N,0811832W,MCO,Orlando International,Non-Fatal,Airplane,N610RL,dassault-breguet,mystere falcon 900,No,3.0,Turbo Fan,091,,Executive/corporate,RLB HOLDINGS TRANSPORTATION LLC,0.0,0.0,0.0,15.0,03-12-2020,2015,0
Accident,ERA15CA188,2015-04-16,"Gulf Shores, AL",United States,301722N,0874018W,JKA,JACK EDWARDS,Non-Fatal,Weight-Shift,N415PM,p&m aviation ltd.,pulsr,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,25-09-2020,2015,0
Accident,GAA15CA043,2015-04-16,"Greer, SC",United States,345326N,0082134W,GSP,GREENVILLE SPARTANBURG INTL,Non-Fatal,Airplane,N688AN,short bros,sd 360-300,No,2.0,Turbo Prop,135,NSCH,Personal,Air Cargo Carriers,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,ERA15LA201,2015-04-16,"Macon, MS",United States,033621N,0883323W,,,Non-Fatal,Airplane,N9799G,universal stinson,108-1,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,,2015,0
Accident,WPR15LA149,2015-04-17,"La Quinta, CA",United States,334055N,0116161W,,,Non-Fatal,Airplane,N162SC,piper,pa 18-150,No,1.0,Reciprocating,091,,Banner Tow,,0.0,1.0,0.0,0.0,25-09-2020,2015,0
Accident,CEN15LA199,2015-04-17,"Diboll, TX",United States,031100N,0944730W,LFK,ANGELINA COUNTY,Non-Fatal,Airplane,N421PK,cessna,421b,No,2.0,Reciprocating,091,,Personal,Edd C Hendee,0.0,2.0,1.0,0.0,25-09-2020,2015,0
Accident,CEN15LA202,2015-04-17,"Rifle, CO",United States,393133N,1074341W,RIL,GARFIELD COUNTY RGNL,Non-Fatal,Airplane,N2691W,fairchild,sa227 ac,No,2.0,Turbo Prop,135,NSCH,Personal,KEY LIME AIR CORPORATION,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,ERA15CA196,2015-04-17,"Sebastian, FL",United States,274848N,0802944W,X26,Sebastian Municipal Airport,Non-Fatal,Airplane,N66090,cessna,172p,No,1.0,Reciprocating,091,,Personal,Deland Aviation,0.0,0.0,0.0,2.0,25-09-2020,2015,0
Accident,GAA15CA050,2015-04-17,"DEER LODGE, MT",United States,462259N,1124537W,38S,DEER LODGE-CITY-COUNTY,Non-Fatal,Airplane,N7374W,piper,pa 28-180,No,1.0,Reciprocating,091,,Personal,NOVAK JAMES F,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15CA058,2015-04-17,"Tamuning,",United States,013292N,1444757E,GUM,GUAM INTL,Non-Fatal,Airplane,N9853L,cessna,172p,No,1.0,Reciprocating,091,,Instructional,TREND VECTOR AVIATION INT,0.0,0.0,0.0,1.0,25-09-2020,2015,0
Accident,GAA15CA042,2015-04-18,"Mize, MS",United States,315119N,0893122W,,,Non-Fatal,Airplane,N76452,cessna,140,No,1.0,Reciprocating,091,,Unknown,,0.0,1.0,0.0,0.0,25-09-2020,2015,0
